Room_Width,Room_Height,Furniture_Placement
11,11,"Chair(5,6);Table(8,7);Bed(3,7)"
14,10,"Desk(9,8);Wardrobe(5,0);Sofa(7,4);Dining Table(9,0);Chair(11,3)"
13,12,"Wardrobe(8,9);Bed(6,6);Chair(10,1)"
12,9,"Sofa(7,7);Table(6,3);Chair(2,2);Table(1,5);Bed(5,7)"
8,9,"Desk(2,1);Bookshelf(3,2);Dining Table(0,2);Dining Table(5,2);Desk(2,3)"
9,13,"Bookshelf(7,1);Bed(1,4);Table(4,8);Table(1,11);Dining Table(0,3)"
11,10,"Wardrobe(5,3);Bookshelf(9,3);Bed(4,8);Desk(7,6)"
10,14,"Desk(3,5);Dining Table(7,10);Dining Table(5,1);Sofa(0,7)"
9,9,"Bookshelf(6,1);Wardrobe(2,0);Bed(1,0)"
12,9,"Table(9,3);Sofa(4,2);Sofa(4,1)"
14,11,"Desk(4,3);Bed(3,4);Chair(4,5)"
12,13,"Bookshelf(4,5);Dining Table(5,0);Dining Table(0,0);Desk(1,0)"
8,8,"Bookshelf(5,4);Bookshelf(3,4);Wardrobe(0,0);Table(3,0)"
8,12,"Chair(5,0);Table(6,9);Chair(7,11);Dining Table(3,5)"
13,11,"Chair(3,0);Chair(12,7);Sofa(3,1);Chair(1,7)"
8,12,"Sofa(2,6);Bookshelf(4,5);Desk(3,2);Dining Table(5,1);Sofa(3,0)"
9,10,"Wardrobe(3,0);Dining Table(4,2);Wardrobe(6,0);Table(3,4);Bed(0,7)"
11,10,"Dining Table(3,3);Bed(7,7);Bookshelf(2,1);Dining Table(3,3)"
10,8,"Desk(4,0);Desk(4,7);Dining Table(2,1)"
8,13,"Wardrobe(4,2);Bed(3,6);Bed(2,10)"
12,9,"Table(10,5);Table(7,1);Chair(3,4);Table(0,0);Sofa(3,2)"
12,8,"Desk(4,5);Chair(0,7);Wardrobe(1,4);Dining Table(4,4);Table(1,2)"
12,8,"Sofa(3,5);Bookshelf(0,5);Wardrobe(8,5)"
14,11,"Desk(4,0);Bed(4,2);Bed(2,5)"
11,10,"Desk(5,8);Wardrobe(8,6);Table(1,3);Bookshelf(8,8)"
8,8,"Dining Table(4,2);Dining Table(3,5);Desk(2,3);Bed(2,1);Bed(0,4)"
11,8,"Table(4,6);Chair(2,2);Dining Table(0,3);Bookshelf(8,2)"
9,14,"Dining Table(5,9);Chair(6,5);Sofa(4,12)"
11,8,"Sofa(3,3);Sofa(0,0);Dining Table(2,4);Table(9,1)"
12,12,"Bookshelf(2,1);Sofa(5,8);Wardrobe(2,3)"
12,13,"Bookshelf(5,7);Table(1,7);Dining Table(8,2);Sofa(5,10)"
12,8,"Bookshelf(4,1);Dining Table(3,1);Chair(3,1);Desk(5,3)"
10,12,"Bookshelf(4,8);Bed(6,6);Wardrobe(0,7)"
8,8,"Dining Table(0,4);Chair(5,0);Table(4,2)"
8,8,"Desk(3,6);Dining Table(1,4);Sofa(0,1)"
10,11,"Desk(5,4);Sofa(7,5);Chair(2,2)"
14,12,"Chair(10,11);Dining Table(5,3);Dining Table(5,3);Wardrobe(11,3);Bed(9,5)"
10,14,"Bookshelf(1,6);Sofa(0,3);Dining Table(1,3);Sofa(3,12)"
8,14,"Desk(1,6);Desk(5,11);Dining Table(0,6);Sofa(2,12);Desk(4,3)"
9,14,"Desk(4,7);Table(1,1);Chair(6,2)"
12,11,"Chair(0,3);Chair(6,10);Bed(4,7)"
8,12,"Desk(0,5);Dining Table(5,7);Desk(5,4);Sofa(0,8)"
8,9,"Wardrobe(3,2);Chair(4,6);Bed(3,0);Chair(3,7)"
13,10,"Dining Table(9,5);Wardrobe(1,7);Table(11,7)"
11,12,"Dining Table(2,6);Sofa(7,2);Bed(3,8)"
10,14,"Wardrobe(0,2);Dining Table(7,0);Wardrobe(5,9);Dining Table(4,3);Desk(2,11)"
9,9,"Bed(3,7);Desk(1,2);Sofa(4,5)"
12,14,"Sofa(4,2);Sofa(5,3);Sofa(7,11)"
10,11,"Table(6,9);Table(1,8);Chair(0,4)"
12,13,"Table(5,6);Dining Table(9,10);Sofa(2,1);Chair(0,6);Bed(3,2)"
9,13,"Bookshelf(3,10);Bookshelf(2,10);Sofa(6,1);Bed(3,1)"
10,9,"Table(7,5);Dining Table(7,5);Sofa(0,5);Bed(2,0)"
10,11,"Desk(3,3);Wardrobe(6,5);Table(6,3);Table(5,5)"
11,11,"Dining Table(7,4);Bed(4,9);Bed(5,7)"
13,13,"Dining Table(2,2);Table(7,0);Chair(1,9)"
10,9,"Table(4,5);Chair(6,7);Chair(9,2);Desk(2,7)"
13,10,"Bookshelf(9,5);Bed(0,2);Desk(3,1)"
14,11,"Bed(2,0);Sofa(8,3);Desk(9,1)"
11,11,"Sofa(3,7);Bed(3,8);Wardrobe(1,1);Wardrobe(9,7);Bed(0,5)"
12,14,"Bookshelf(8,9);Bed(8,9);Bookshelf(7,10)"
11,10,"Dining Table(0,1);Bookshelf(3,1);Chair(0,7);Dining Table(5,6);Wardrobe(0,6)"
12,12,"Wardrobe(2,0);Dining Table(1,2);Bed(7,4);Dining Table(0,8)"
10,13,"Dining Table(5,6);Table(5,5);Wardrobe(2,10)"
9,11,"Bed(1,8);Chair(7,5);Wardrobe(5,8);Desk(5,0)"
12,9,"Bookshelf(10,5);Bed(5,2);Chair(0,5);Wardrobe(10,4)"
9,12,"Table(2,10);Bed(3,8);Wardrobe(2,5);Bookshelf(3,9)"
12,9,"Chair(7,3);Bookshelf(3,0);Dining Table(3,0)"
14,8,"Wardrobe(7,1);Dining Table(0,5);Bookshelf(5,3)"
13,12,"Sofa(2,2);Table(2,5);Bed(4,8);Dining Table(8,5)"
9,10,"Bed(2,5);Sofa(3,8);Bookshelf(7,0);Wardrobe(5,1)"
13,9,"Chair(12,5);Chair(2,2);Desk(7,6);Wardrobe(3,5);Wardrobe(11,5)"
14,13,"Bookshelf(9,11);Sofa(7,7);Table(9,10);Sofa(9,5);Bookshelf(4,3)"
8,12,"Desk(2,1);Wardrobe(3,4);Bed(0,9)"
14,13,"Dining Table(9,2);Sofa(1,4);Table(2,1)"
9,13,"Sofa(3,8);Chair(5,8);Bed(3,4);Bookshelf(3,1);Bed(1,7)"
8,9,"Dining Table(2,3);Bookshelf(4,1);Desk(2,1);Table(3,0)"
8,14,"Dining Table(1,6);Table(5,3);Dining Table(4,6);Dining Table(0,1)"
12,10,"Table(7,7);Bookshelf(9,2);Chair(10,9)"
9,9,"Dining Table(4,1);Wardrobe(6,3);Desk(6,5)"
12,11,"Chair(3,5);Desk(0,6);Chair(3,5);Chair(2,2)"
13,14,"Wardrobe(9,7);Bookshelf(5,12);Table(0,7);Wardrobe(4,10);Sofa(4,10)"
12,10,"Desk(6,0);Table(5,3);Bookshelf(3,7)"
10,10,"Desk(7,1);Bookshelf(1,7);Wardrobe(2,1);Bookshelf(6,3)"
10,10,"Table(2,0);Wardrobe(1,4);Bookshelf(5,8)"
10,12,"Chair(0,11);Bed(1,1);Bed(3,5);Table(2,7);Bookshelf(5,1)"
10,8,"Sofa(1,2);Wardrobe(1,3);Bed(6,2)"
9,8,"Desk(4,3);Bed(5,4);Wardrobe(1,3)"
8,11,"Bookshelf(2,5);Bookshelf(5,0);Sofa(1,1);Bed(2,5)"
9,11,"Bed(5,0);Bookshelf(3,2);Dining Table(6,3)"
12,10,"Sofa(0,8);Chair(10,4);Bookshelf(6,8);Dining Table(0,2)"
9,11,"Bed(4,9);Bed(3,0);Chair(0,5);Chair(4,7)"
9,13,"Wardrobe(7,8);Sofa(3,5);Dining Table(4,4)"
10,10,"Bookshelf(7,5);Sofa(1,7);Wardrobe(0,6)"
13,11,"Bookshelf(10,8);Sofa(8,5);Sofa(1,8)"
14,14,"Wardrobe(0,10);Wardrobe(6,5);Sofa(0,4)"
13,14,"Dining Table(7,1);Sofa(6,11);Desk(9,12);Wardrobe(1,3);Desk(7,6)"
11,12,"Desk(0,7);Sofa(8,4);Bed(2,0);Dining Table(4,2)"
13,9,"Sofa(2,7);Bed(4,4);Bed(7,1)"
9,13,"Dining Table(2,4);Chair(5,9);Bed(1,10);Sofa(3,6)"
13,9,"Bed(2,0);Dining Table(4,6);Dining Table(9,0);Bed(2,7)"
12,14,"Table(0,7);Sofa(1,1);Chair(7,0)"
9,14,"Dining Table(4,8);Table(0,8);Dining Table(4,7);Desk(0,4);Sofa(5,10)"
13,13,"Table(5,6);Wardrobe(1,0);Dining Table(0,5);Desk(10,6);Wardrobe(6,2)"
10,10,"Sofa(6,6);Sofa(3,8);Sofa(0,2)"
14,10,"Desk(2,5);Table(0,5);Desk(3,8)"
14,8,"Chair(1,2);Dining Table(8,1);Dining Table(5,0);Chair(4,6);Wardrobe(1,5)"
13,9,"Desk(5,6);Bookshelf(9,3);Sofa(0,6);Bookshelf(3,4)"
14,13,"Wardrobe(0,9);Dining Table(1,10);Dining Table(2,5)"
10,12,"Wardrobe(1,0);Desk(3,8);Bed(2,7)"
9,13,"Wardrobe(5,4);Bookshelf(7,4);Sofa(1,3);Desk(3,2)"
8,14,"Bed(2,7);Wardrobe(3,11);Desk(1,8);Table(1,6);Wardrobe(3,10)"
13,11,"Wardrobe(2,3);Wardrobe(4,0);Desk(1,6);Dining Table(5,7);Sofa(8,9)"
10,9,"Desk(1,0);Wardrobe(3,3);Table(3,3)"
8,8,"Dining Table(1,5);Bookshelf(3,0);Wardrobe(5,0);Desk(5,2)"
10,13,"Bed(3,11);Sofa(6,4);Bookshelf(8,7)"
9,12,"Sofa(6,2);Sofa(3,2);Dining Table(4,2)"
9,13,"Bed(1,10);Bookshelf(3,2);Wardrobe(3,4)"
14,8,"Sofa(3,0);Bookshelf(12,2);Wardrobe(2,0);Table(2,0)"
14,8,"Chair(3,4);Bookshelf(6,1);Bookshelf(12,3)"
12,8,"Wardrobe(6,0);Dining Table(7,3);Bookshelf(7,0);Chair(6,1);Sofa(4,6)"
9,8,"Sofa(0,0);Chair(8,4);Wardrobe(1,2);Table(4,1);Desk(4,5)"
11,10,"Wardrobe(1,1);Bookshelf(8,3);Wardrobe(2,6);Table(9,7)"
9,14,"Desk(2,7);Bookshelf(2,7);Dining Table(2,3);Table(4,6);Bookshelf(0,8)"
10,8,"Table(0,6);Wardrobe(6,3);Chair(5,7);Bed(1,0)"
14,14,"Chair(1,3);Sofa(11,2);Table(11,6);Sofa(1,3);Table(11,7)"
9,14,"Table(3,7);Dining Table(6,8);Desk(1,11);Table(3,8);Wardrobe(7,1)"
9,12,"Wardrobe(0,2);Wardrobe(1,2);Wardrobe(7,8);Bookshelf(7,9)"
13,11,"Chair(1,7);Desk(2,9);Desk(7,9);Sofa(2,1)"
12,12,"Wardrobe(4,7);Desk(1,7);Bookshelf(5,7);Sofa(1,9);Sofa(5,8)"
9,8,"Dining Table(2,1);Dining Table(0,1);Dining Table(4,0)"
14,13,"Desk(8,2);Chair(12,0);Bed(10,1);Wardrobe(6,5)"
10,8,"Table(5,6);Dining Table(0,1);Chair(9,4)"
13,9,"Bookshelf(9,3);Chair(3,7);Dining Table(6,6);Table(7,1);Sofa(8,2)"
11,14,"Sofa(6,10);Sofa(7,4);Chair(3,13)"
14,8,"Bookshelf(9,6);Dining Table(11,5);Bed(7,1);Table(0,0)"
8,8,"Desk(3,3);Dining Table(1,3);Desk(3,6);Bookshelf(0,4);Dining Table(0,3)"
10,8,"Chair(3,5);Dining Table(1,0);Bookshelf(2,2);Table(3,3);Desk(3,5)"
10,12,"Sofa(7,0);Table(0,2);Desk(5,3);Sofa(5,6)"
13,13,"Desk(9,9);Bookshelf(7,8);Bookshelf(9,8);Bed(2,7);Sofa(9,3)"
9,8,"Bookshelf(3,0);Table(3,1);Chair(6,5);Table(4,2)"
11,12,"Bookshelf(9,2);Table(8,9);Bookshelf(4,10);Dining Table(3,6);Bed(2,4)"
14,8,"Table(10,2);Dining Table(0,2);Wardrobe(10,2);Sofa(8,6)"
12,12,"Dining Table(3,5);Bookshelf(6,9);Table(4,9);Table(8,5);Sofa(8,4)"
12,12,"Chair(4,6);Table(8,8);Dining Table(9,3);Wardrobe(9,2)"
10,8,"Dining Table(6,4);Sofa(5,5);Bookshelf(8,6);Wardrobe(7,5);Bed(1,3)"
13,13,"Table(4,4);Dining Table(2,3);Bookshelf(6,8);Desk(9,0)"
14,10,"Desk(11,0);Bookshelf(3,0);Sofa(9,1)"
10,9,"Wardrobe(1,1);Dining Table(3,0);Bed(0,2);Desk(6,5)"
13,10,"Wardrobe(8,4);Table(2,1);Dining Table(1,3);Bookshelf(5,7);Sofa(5,2)"
13,12,"Bookshelf(1,7);Bed(7,0);Wardrobe(10,0);Wardrobe(1,0);Table(7,6)"
14,11,"Dining Table(0,6);Chair(9,9);Bookshelf(6,9);Table(11,5);Wardrobe(11,8)"
9,12,"Wardrobe(0,2);Sofa(1,7);Chair(2,3)"
8,13,"Bookshelf(0,1);Desk(0,3);Desk(4,1);Dining Table(5,8);Chair(2,4)"
14,11,"Dining Table(8,3);Desk(11,9);Table(8,2);Table(3,9)"
8,11,"Sofa(3,0);Sofa(4,3);Bed(4,1)"
14,12,"Desk(2,9);Wardrobe(2,4);Bed(5,5)"
10,11,"Desk(4,2);Wardrobe(5,8);Bookshelf(2,7);Chair(7,10);Bookshelf(8,7)"
9,11,"Bed(3,2);Wardrobe(1,7);Bookshelf(1,4);Bookshelf(2,4);Chair(0,0)"
8,8,"Sofa(3,1);Sofa(0,6);Bookshelf(4,0);Table(1,1);Bed(1,3)"
14,10,"Chair(7,9);Table(5,3);Wardrobe(12,2);Desk(0,2)"
13,13,"Table(5,3);Desk(2,11);Dining Table(2,1);Chair(9,2);Bed(6,1)"
14,9,"Bookshelf(6,2);Dining Table(1,3);Bookshelf(12,0)"
14,10,"Table(0,4);Bed(5,4);Dining Table(1,0);Desk(9,9)"
14,12,"Desk(10,8);Sofa(9,7);Desk(3,7);Bookshelf(7,5)"
9,10,"Dining Table(1,7);Bed(2,5);Bed(4,8);Desk(6,2);Dining Table(1,4)"
8,12,"Desk(5,0);Table(1,1);Wardrobe(6,9)"
11,12,"Table(8,2);Bed(3,8);Table(8,10)"
14,9,"Chair(6,8);Bed(7,0);Dining Table(6,2);Sofa(7,1);Bookshelf(9,7)"
12,14,"Wardrobe(10,1);Wardrobe(9,8);Table(1,8);Chair(11,2);Dining Table(2,5)"
8,9,"Sofa(0,1);Chair(5,3);Bed(1,1);Sofa(0,3);Bookshelf(0,7)"
13,14,"Dining Table(8,2);Desk(4,2);Bed(8,7);Chair(11,10);Wardrobe(8,11)"
9,13,"Wardrobe(5,5);Dining Table(3,8);Bookshelf(7,11);Dining Table(4,7);Sofa(6,1)"
14,10,"Sofa(1,6);Table(6,8);Sofa(5,1)"
12,9,"Sofa(5,3);Bed(3,7);Dining Table(3,3);Table(9,2)"
9,9,"Wardrobe(5,4);Wardrobe(2,4);Bookshelf(6,5);Table(6,7);Dining Table(3,6)"
12,11,"Dining Table(0,7);Dining Table(4,4);Dining Table(5,3);Chair(0,2);Dining Table(3,1)"
13,8,"Wardrobe(11,5);Table(11,2);Table(5,5);Wardrobe(1,3)"
13,8,"Bed(3,6);Sofa(9,2);Wardrobe(2,1);Desk(10,3)"
9,14,"Wardrobe(3,0);Bed(4,4);Desk(1,4);Desk(2,13);Desk(2,7)"
12,10,"Bed(1,5);Table(3,7);Sofa(6,5)"
10,12,"Bookshelf(0,2);Dining Table(1,6);Dining Table(6,4);Sofa(2,0)"
14,13,"Table(2,7);Sofa(5,10);Desk(7,8);Bed(2,4);Bookshelf(0,3)"
10,13,"Dining Table(4,5);Bookshelf(6,10);Bed(1,5)"
8,10,"Bed(4,6);Dining Table(2,5);Desk(3,2);Chair(0,4)"
13,10,"Table(8,2);Dining Table(4,3);Table(4,8)"
9,11,"Sofa(1,8);Dining Table(4,8);Sofa(6,9);Bed(1,6)"
11,12,"Table(3,5);Sofa(1,0);Chair(1,5);Dining Table(0,0)"
10,9,"Desk(2,5);Table(8,2);Bookshelf(0,7);Bed(3,2);Wardrobe(5,3)"
10,11,"Table(6,9);Bed(0,2);Dining Table(5,0);Bookshelf(1,2)"
10,8,"Wardrobe(7,2);Bookshelf(7,6);Bookshelf(0,0);Table(4,0)"
11,12,"Wardrobe(2,0);Table(4,6);Bookshelf(2,1)"
12,8,"Wardrobe(1,0);Dining Table(2,5);Sofa(3,3);Bed(2,3);Desk(6,0)"
14,10,"Bed(10,8);Bookshelf(9,7);Bed(7,2);Bookshelf(4,3)"
9,12,"Chair(5,2);Bed(0,2);Wardrobe(3,9);Table(3,3);Chair(3,8)"
10,9,"Sofa(2,5);Bookshelf(8,3);Sofa(7,5);Sofa(3,3);Dining Table(0,1)"
8,10,"Table(6,4);Bed(4,5);Desk(2,2);Bookshelf(3,4)"
8,14,"Dining Table(2,0);Bed(2,8);Wardrobe(4,2);Dining Table(3,3)"
11,10,"Sofa(6,6);Bookshelf(0,1);Table(8,7);Table(7,3)"
11,12,"Bookshelf(7,4);Chair(6,7);Bookshelf(1,2);Bed(6,5)"
14,11,"Dining Table(7,1);Table(4,9);Dining Table(4,4);Wardrobe(8,1)"
10,12,"Sofa(4,7);Chair(8,0);Desk(7,8);Dining Table(7,6)"
14,9,"Bed(9,5);Bed(5,4);Sofa(7,7)"
14,9,"Dining Table(7,4);Bed(1,0);Chair(1,0)"
8,10,"Bookshelf(5,1);Desk(3,1);Wardrobe(6,4);Table(0,2);Dining Table(1,7)"
14,8,"Desk(7,0);Table(10,5);Bookshelf(4,5);Chair(12,5)"
8,10,"Bookshelf(4,7);Dining Table(2,4);Desk(2,5);Bed(0,1)"
8,10,"Dining Table(2,0);Bookshelf(0,0);Desk(2,8)"
9,12,"Wardrobe(5,5);Sofa(3,10);Sofa(4,4);Bed(0,5);Bed(2,8)"
9,9,"Table(6,2);Dining Table(1,4);Sofa(5,2);Bookshelf(4,5);Bed(2,4)"
10,10,"Table(3,4);Dining Table(1,5);Bed(3,2)"
14,10,"Desk(9,4);Dining Table(6,6);Desk(8,9);Bed(0,7)"
8,10,"Bookshelf(1,4);Chair(1,8);Wardrobe(0,4)"
8,14,"Desk(5,7);Dining Table(2,1);Bed(1,3);Table(3,4);Table(4,6)"
11,11,"Wardrobe(6,2);Table(9,8);Wardrobe(0,8)"
9,8,"Sofa(4,3);Chair(4,6);Bookshelf(2,4)"
14,8,"Desk(1,7);Bed(8,2);Table(6,1);Wardrobe(8,3)"
13,13,"Dining Table(2,8);Bookshelf(8,11);Sofa(1,7)"
9,10,"Table(1,6);Desk(5,0);Table(2,6);Desk(6,3);Sofa(6,2)"
8,10,"Sofa(0,1);Bed(1,3);Sofa(0,0);Bookshelf(0,1);Table(4,2)"
11,14,"Desk(0,4);Desk(2,0);Dining Table(8,7);Bookshelf(3,12);Bookshelf(3,3)"
13,12,"Sofa(9,1);Table(10,6);Chair(4,2)"
8,12,"Dining Table(1,7);Bed(4,1);Desk(1,2)"
9,10,"Desk(0,2);Desk(1,2);Bed(5,7)"
11,9,"Dining Table(7,0);Bookshelf(0,0);Chair(2,1)"
10,12,"Chair(3,2);Desk(6,1);Wardrobe(7,5)"
8,11,"Bookshelf(0,4);Chair(5,5);Wardrobe(3,3);Bookshelf(3,2)"
12,10,"Table(6,6);Sofa(7,7);Sofa(3,0)"
11,9,"Desk(2,8);Chair(2,8);Wardrobe(9,5);Bed(6,7)"
9,13,"Chair(1,12);Bookshelf(0,1);Bookshelf(2,5);Desk(6,3)"
9,13,"Sofa(6,0);Bookshelf(0,9);Table(6,5);Sofa(5,1)"
13,10,"Bookshelf(8,3);Wardrobe(10,6);Wardrobe(4,2);Dining Table(0,2);Bookshelf(1,3)"
8,14,"Table(6,1);Chair(4,0);Table(2,7)"
8,14,"Dining Table(4,2);Table(2,0);Sofa(1,7);Desk(0,1)"
13,12,"Sofa(9,0);Bed(6,7);Sofa(8,5);Bookshelf(6,4)"
9,10,"Bookshelf(2,6);Bed(3,0);Bed(4,6);Table(5,0);Bookshelf(0,8)"
14,14,"Table(2,4);Sofa(8,2);Dining Table(2,5);Bookshelf(3,12)"
13,9,"Wardrobe(11,3);Table(0,2);Chair(5,4)"
13,11,"Table(5,9);Wardrobe(11,3);Table(10,3);Bookshelf(8,3);Dining Table(4,8)"
10,10,"Bed(3,1);Table(7,2);Wardrobe(1,2)"
13,8,"Bed(9,5);Desk(1,0);Table(8,4);Desk(1,5)"
9,10,"Chair(7,6);Bookshelf(3,6);Bookshelf(0,8)"
13,14,"Sofa(7,11);Chair(6,5);Bed(3,0)"
10,11,"Bed(1,2);Table(6,6);Table(7,5);Dining Table(2,8);Wardrobe(6,5)"
14,12,"Chair(10,10);Bed(5,5);Table(0,10);Sofa(4,10)"
13,10,"Dining Table(5,7);Sofa(7,5);Desk(2,8)"
8,14,"Desk(3,12);Table(4,2);Table(4,3)"
13,14,"Chair(2,4);Wardrobe(9,3);Wardrobe(10,1);Dining Table(8,0);Bookshelf(7,3)"
9,8,"Table(2,6);Table(4,3);Dining Table(2,1);Chair(6,0)"
14,8,"Sofa(1,4);Wardrobe(0,2);Table(2,2);Bookshelf(4,5);Bookshelf(6,3)"
10,9,"Dining Table(3,3);Chair(9,6);Bookshelf(7,5);Bed(2,0)"
11,10,"Bookshelf(5,7);Table(2,0);Sofa(4,6);Table(7,6)"
14,10,"Bed(2,7);Bookshelf(1,3);Desk(4,2)"
8,13,"Sofa(1,7);Table(6,1);Bookshelf(0,3)"
9,13,"Bookshelf(3,8);Wardrobe(7,6);Table(1,3)"
14,8,"Sofa(6,6);Bookshelf(11,0);Desk(10,3);Bed(5,5);Desk(2,4)"
12,10,"Dining Table(7,7);Table(7,2);Desk(1,2)"
10,8,"Sofa(3,4);Bed(1,4);Dining Table(0,5);Dining Table(5,5);Desk(6,1)"
8,8,"Sofa(4,2);Sofa(3,2);Sofa(3,3)"
13,12,"Sofa(1,6);Table(9,8);Chair(7,0)"
8,12,"Table(6,5);Sofa(5,1);Desk(4,10);Bed(4,2)"
8,11,"Table(3,2);Bed(2,5);Sofa(2,8)"
13,14,"Sofa(1,6);Sofa(4,5);Desk(10,5);Sofa(6,12)"
8,9,"Sofa(1,0);Bookshelf(0,2);Desk(4,2);Wardrobe(2,6);Dining Table(2,1)"
14,11,"Bookshelf(3,6);Chair(12,2);Wardrobe(12,6)"
9,11,"Sofa(5,5);Bookshelf(4,7);Desk(2,9)"
13,11,"Chair(9,8);Bed(4,8);Dining Table(3,6);Desk(5,3)"
10,8,"Bed(5,5);Desk(2,3);Dining Table(3,0)"
14,13,"Dining Table(4,9);Wardrobe(0,0);Bookshelf(4,3);Bookshelf(5,8)"
10,14,"Sofa(5,9);Wardrobe(3,9);Bookshelf(6,7)"
8,8,"Sofa(2,4);Desk(4,3);Wardrobe(2,0);Table(1,4)"
9,9,"Table(7,3);Wardrobe(7,0);Wardrobe(4,1);Table(7,3);Bookshelf(2,0)"
9,9,"Chair(2,1);Desk(2,4);Table(5,3);Desk(1,0);Table(1,7)"
10,9,"Bed(4,0);Table(2,4);Desk(3,0)"
13,12,"Dining Table(7,3);Dining Table(8,8);Bookshelf(10,4);Dining Table(2,8);Dining Table(2,3)"
11,10,"Chair(8,4);Bed(2,0);Sofa(7,2);Dining Table(1,5);Dining Table(4,0)"
8,9,"Chair(0,7);Wardrobe(0,0);Chair(3,4);Bed(3,0)"
14,12,"Bookshelf(5,8);Wardrobe(1,4);Bed(8,4);Bookshelf(0,10)"
11,10,"Dining Table(8,0);Wardrobe(5,0);Dining Table(7,4);Dining Table(6,4);Dining Table(5,7)"
13,9,"Chair(5,5);Wardrobe(8,6);Table(0,3)"
8,14,"Table(0,10);Sofa(1,5);Wardrobe(4,1)"
8,12,"Bed(2,7);Dining Table(2,3);Bookshelf(0,2);Table(3,0)"
8,9,"Table(0,0);Bookshelf(0,2);Dining Table(3,0);Sofa(1,3);Wardrobe(5,3)"
14,9,"Bed(8,0);Sofa(3,6);Chair(7,0);Sofa(10,5);Bookshelf(3,7)"
12,9,"Bed(7,7);Bed(3,6);Bookshelf(10,0);Sofa(3,0);Bed(2,0)"
9,14,"Chair(0,5);Table(2,0);Sofa(0,8);Sofa(3,10);Table(6,12)"
8,12,"Sofa(2,6);Wardrobe(1,9);Bed(4,10);Desk(0,11);Wardrobe(2,9)"
13,13,"Wardrobe(0,0);Bed(9,11);Sofa(5,5);Sofa(9,10);Dining Table(9,2)"
9,11,"Wardrobe(3,2);Chair(4,6);Table(0,7);Table(0,9)"
12,13,"Bed(3,7);Table(6,3);Bed(6,2);Sofa(8,6)"
13,9,"Dining Table(10,4);Wardrobe(11,0);Wardrobe(9,4)"
10,11,"Table(4,0);Sofa(5,7);Sofa(5,4);Sofa(6,2);Chair(1,5)"
11,10,"Chair(6,3);Bed(0,7);Sofa(3,7);Desk(4,2);Desk(5,8)"
12,9,"Wardrobe(5,2);Dining Table(4,3);Bed(7,2);Sofa(2,5)"
9,9,"Bookshelf(4,7);Bed(4,1);Desk(4,1);Bookshelf(3,2);Dining Table(0,4)"
9,10,"Dining Table(4,7);Bookshelf(0,8);Sofa(4,3);Bookshelf(3,6);Table(6,4)"
13,8,"Sofa(5,2);Desk(5,0);Chair(5,7);Chair(3,3);Wardrobe(0,3)"
14,13,"Bed(10,6);Bed(0,6);Chair(3,6);Chair(1,6);Desk(2,6)"
9,10,"Desk(6,2);Sofa(6,2);Bed(3,0)"
13,9,"Bed(2,2);Dining Table(4,0);Sofa(6,0);Table(9,6);Bed(6,3)"
10,11,"Chair(5,7);Table(8,4);Dining Table(7,6)"
10,8,"Bookshelf(0,4);Table(4,1);Wardrobe(8,3);Dining Table(2,3);Desk(2,0)"
14,9,"Dining Table(3,6);Table(2,5);Dining Table(10,5);Wardrobe(0,4);Bookshelf(3,2)"
8,13,"Table(3,3);Wardrobe(2,10);Sofa(5,8)"
12,10,"Desk(9,2);Desk(5,7);Bookshelf(0,4);Desk(7,1);Table(7,4)"
9,8,"Bookshelf(3,6);Chair(6,7);Bookshelf(5,3);Bed(0,0);Dining Table(2,1)"
14,9,"Sofa(4,5);Bed(2,2);Table(12,4);Sofa(7,6);Bookshelf(12,0)"
10,11,"Table(2,6);Bookshelf(1,1);Table(0,8)"
11,13,"Sofa(5,5);Table(7,2);Bookshelf(9,0);Desk(6,8);Desk(1,1)"
9,13,"Chair(6,5);Table(2,10);Sofa(4,2);Bookshelf(4,8)"
8,11,"Table(2,2);Table(0,1);Table(2,6)"
13,11,"Bookshelf(9,9);Dining Table(5,2);Wardrobe(1,4);Bed(3,9);Bed(7,5)"
14,13,"Dining Table(8,3);Table(12,1);Chair(11,8)"
11,13,"Bed(6,7);Bed(2,4);Dining Table(6,2);Table(3,0)"
8,14,"Chair(0,0);Desk(4,5);Desk(1,7);Bookshelf(3,4)"
10,8,"Wardrobe(2,1);Dining Table(2,3);Chair(0,5);Table(4,0)"
12,12,"Bookshelf(4,0);Chair(1,8);Chair(10,9);Desk(5,2)"
13,12,"Dining Table(5,6);Sofa(0,4);Sofa(2,10);Bookshelf(5,8)"
11,9,"Table(7,4);Table(8,4);Bed(5,5);Wardrobe(3,4)"
11,9,"Table(5,5);Table(0,3);Desk(2,2);Wardrobe(8,2)"
13,12,"Chair(4,11);Sofa(5,0);Bed(0,10)"
11,8,"Wardrobe(2,1);Bookshelf(4,0);Bookshelf(1,2);Desk(3,5)"
14,8,"Bookshelf(11,2);Dining Table(0,2);Bookshelf(5,5);Chair(10,0);Bookshelf(3,3)"
8,10,"Bed(1,1);Bed(3,3);Table(5,7);Bookshelf(6,4);Dining Table(3,3)"
8,8,"Table(3,4);Dining Table(1,1);Sofa(4,0);Table(4,4);Desk(1,4)"
14,12,"Desk(8,11);Table(7,4);Bed(7,2);Sofa(7,8)"
